placeInfo/name,placeInfo/rating,theme,placeInfo/address,placeInfo/latitude,placeInfo/longitude,placeInfo/webUrl,rating,text,placeInfo/numberOfReviews,lang
Lake park Riyadh,4.4, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,703,
The old palace,3.9, Tourist attraction,Al Moqbel Palaces Saudi Arabia,24.52395356,46.35285735,,,,69,
مركز ضيافة كيان المستقبل,4.2, Kindergarten School,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,86,
King Fahad's Fountain,4.5, Tourist attraction,Jeddah Saudi Arabia,21.4973944,39.16131511,,,,8900,
Live Show Arabia,5, Entertainment agency,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,1,
Live Show Arabia,5, Entertainment agency,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,1,
DOOMIDOO,3.9, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,573,
DOOMIDOO,3.9, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,573,
Bujairi Terrace,4.4, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,560,
Go Bowling & Laser Strike | Makan Mall,4.2, Video arcade,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,283,
Seafood restaurants,3.3, Seafood,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,4,
Seafood restaurants,3.3, Seafood,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,4,
TheClub,4.4, Entertainer,Jeddah Saudi Arabia,21.4973944,39.16131511,,,,654,
TheClub,4.4, Entertainer,Jeddah Saudi Arabia,21.4973944,39.16131511,,,,654,
Blvd World,4.6, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,746,
Blvd World,4.6, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,746,
Isteraha Al Faris,4.4, Community garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,38,
Isteraha Al Faris,4.4, Community garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,38,
Sala Hub,4.1, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,14,
Sala Hub,4.1, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,14,
Talal Maddah Theater,3.9, Stage,Abha Saudi Arabia,18.2295221,42.49169013,,,,2500,
Muvi Cinemas - Drive In Riyadh,3.7, Movie theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,155,
Muvi Cinemas - Drive In Riyadh,3.7, Movie theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,155,
Heritage village theatre,4.1, Performing arts theater,1c Saudi Arabia,20.14324857,41.38785904,,,,96,
Heritage village theatre,4.1, Performing arts theater,1c Saudi Arabia,20.14324857,41.38785904,,,,96,
Theater Lasan,3.5, Stage,Abha Saudi Arabia,18.2295221,42.49169013,,,,61,
Theater Lasan,3.5, Stage,Abha Saudi Arabia,18.2295221,42.49169013,,,,61,
University Theater,4.2, Stage,Abha Saudi Arabia · In King Khalid University,18.249416,42.55962771,,,,116,
University Theater,4.2, Stage,Abha Saudi Arabia · In King Khalid University,18.249416,42.55962771,,,,116,
Syrup,4.5, Corporate office,Ad Dilam Saudi Arabia,23.98607494,47.14504032,,,,406,
RIM rural farm in Dalam,4.4, Farm,Ad Dilam Saudi Arabia,23.98607494,47.14504032,,,,266,
RIM rural farm in Dalam,4.4, Farm,Ad Dilam Saudi Arabia,23.98607494,47.14504032,,,,266,
AMC Dawadmi 3,3.9, Movie theater,Al Duwadimi Saudi Arabia · In عباية نواعم,24.51142538,44.40159936,,,,82,
AMC Dawadmi 3,3.9, Movie theater,Al Duwadimi Saudi Arabia · In عباية نواعم,24.51142538,44.40159936,,,,82,
Muvi Cinemas - Jubail Mall,4.3, Movie theater,Al Jubail Saudi Arabia · In Cenomi Al Jubail Mall,27.00400154,49.65922499,,,,871,
Corniche Island,4.7, Tourist attraction,Al Khobar Saudi Arabia,26.25552659,50.20890577,,,,22,
Corniche Island,4.7, Tourist attraction,Al Khobar Saudi Arabia,26.25552659,50.20890577,,,,22,
AMC Cinemas Ajdan Walk,4.4, Movie theater,Al Khobar Saudi Arabia · In Ajdan Walk,26.28351006,50.21958881,,,,957,
AMC Cinemas Ajdan Walk,4.4, Movie theater,Al Khobar Saudi Arabia · In Ajdan Walk,26.28351006,50.21958881,,,,957,
Education Department Theater,4, Performing arts theater,Al Madinah Al Munawwarah Saudi Arabia,24.45821502,39.59823579,,,,169,
Education Department Theater,4, Performing arts theater,Al Madinah Al Munawwarah Saudi Arabia,24.45821502,39.59823579,,,,169,
AMC Cinemas Karam 5,4.1, Movie theater,Al Majma'ah Saudi Arabia · In Karam Mall,25.89594467,45.39458615,,,,359,
AMC Cinemas Karam 5,4.1, Movie theater,Al Majma'ah Saudi Arabia · In Karam Mall,25.89594467,45.39458615,,,,359,
بداية المسار,4.6, Hiking area,Al Moqbel Palaces Saudi Arabia,24.52395356,46.35285735,,,,16,
بداية المسار,4.6, Hiking area,Al Moqbel Palaces Saudi Arabia,24.52395356,46.35285735,,,,16,
المسرح الروماني | Roman Theater,4.1, Performing arts theater,Al Uqayr Saudi Arabia,25.64444233,50.21456407,,,,151,
المسرح الروماني | Roman Theater,4.1, Performing arts theater,Al Uqayr Saudi Arabia,25.64444233,50.21456407,,,,151,
المسرح الروماني | Roman Theater,4.1, Performing arts theater,Al Uqayr Saudi Arabia,25.64444233,50.21456407,,,,151,
Khararah Lake,4.2, Park,Al-Muzahmiya Saudi Arabia,24.47116747,46.27099427,,,,958,
Observatory Thanian,4.6, Tourist attraction,Al-Muzahmiya Saudi Arabia,24.47116747,46.27099427,,,,23,
Observatory Thanian,4.6, Tourist attraction,Al-Muzahmiya Saudi Arabia,24.47116747,46.27099427,,,,23,
Empire Cinemas امباير سينما,4, Movie theater,Arar Saudi Arabia · In العثيم مول,30.95805483,41.05834971,,,,96,
Saudi Aramco Abqaiq Community theater,3.9, Movie theater,Buqayq Saudi Arabia,25.93327118,49.66240295,,,,13,
Chuck E. Cheese,4.1, Theme park,Buraydah Saudi Arabia,26.35591805,43.98512957,,,,544,
Chuck E. Cheese,4.1, Theme park,Buraydah Saudi Arabia,26.35591805,43.98512957,,,,544,
Sparky's | سباركيز,3.4, Amusement center,Buraydah Saudi Arabia · In Al Nakheel Plaza,26.36892874,43.96183428,,,,18,
Sparky's | سباركيز,3.4, Amusement center,Buraydah Saudi Arabia · In Al Nakheel Plaza,26.36892874,43.96183428,,,,18,
موڤي سينما النخيل بلازا_ بريدة,4.4, Movie theater,Buraydah Saudi Arabia · In Al Nakheel Plaza,26.36892874,43.96183428,,,,1400,
سفوري لاند | Safforiland,3.4, Amusement park,Buraydah Saudi Arabia · In Al Othaim Mall,26.37451812,43.93587081,,,,59,
سفوري لاند | Safforiland,3.4, Amusement park,Buraydah Saudi Arabia · In Al Othaim Mall,26.37451812,43.93587081,,,,59,
Al Comedy Club,4.4, Performing arts theater,Dammam Saudi Arabia,26.41187358,50.0904657,,,,18,
Muvi Cinemas | موڤي سينما,4.1, Movie theater,Dammam Saudi Arabia · In Cenomi Al Nakheel Dammam Mall,26.41187358,50.0904657,,,,2700,
Muvi Cinemas | موڤي سينما,4.1, Movie theater,Dammam Saudi Arabia · In Cenomi Al Nakheel Dammam Mall,26.41187358,50.0904657,,,,2700,
Vox Cinemas,4.1, Movie theater,Dammam Saudi Arabia · In West Avenue Mall,26.41187358,50.0904657,,,,4800,
Vox Cinemas,4.1, Movie theater,Dammam Saudi Arabia · In West Avenue Mall,26.41187358,50.0904657,,,,4800,
Ithra Theatre,4.7, Childrens theater,Dhahran Saudi Arabia,26.23408143,50.02504659,,,,489,
Ithra Theatre,4.7, Childrens theater,Dhahran Saudi Arabia,26.23408143,50.02504659,,,,489,
Muvi Cinemas | موڤي سينما,3.8, Movie theater,Dhahran Saudi Arabia · In the Mall of Dhahran,26.23408143,50.02504659,,,,389,
AMC cinemas,4.2, Movie theater,Hafar Al Batin Saudi Arabia,28.38011054,45.96085154,,,,268,
AMC cinemas,4.2, Movie theater,Hafar Al Batin Saudi Arabia,28.38011054,45.96085154,,,,268,
VOX Cinema,4.2, Movie theater,Hail Saudi Arabia,27.50477788,41.72005875,,,,525,
Empire Cinemas Hail,4, Movie theater,Hail Saudi Arabia,27.50477788,41.72005875,,,,137,
Empire Cinemas Hail,4, Movie theater,Hail Saudi Arabia,27.50477788,41.72005875,,,,137,
نطيطات حايل,3.2, Movie theater,Hail Saudi Arabia,27.50477788,41.72005875,,,,5,
نطيطات حايل,3.2, Movie theater,Hail Saudi Arabia,27.50477788,41.72005875,,,,5,
AMC Garden 5 - Hail,4.3, Movie theater,Hail Saudi Arabia · In Garden Mall,27.50477788,41.72005875,,,,33,
AMC Garden 5 - Hail,4.3, Movie theater,Hail Saudi Arabia · In Garden Mall,27.50477788,41.72005875,,,,33,
Lonely Castle,5, Museum,Hegra Saudi Arabia,26.80808958,37.9632509,,,,5,
Lonely Castle,5, Museum,Hegra Saudi Arabia,26.80808958,37.9632509,,,,5,
"شعيب حريملاء",4.5, Park,Huraymila Saudi Arabia,25.11551418,46.10318038,,,,324,
"شعيب حريملاء",4.5, Park,Huraymila Saudi Arabia,25.11551418,46.10318038,,,,324,
Empire Cinemas Jazan,4.1, Movie theater,Jazan Saudi Arabia,16.90048154,42.56701059,,,,975,
Muvi Cinemas | موڤي سينما,4.1, Movie theater,Jazan Saudi Arabia,16.90048154,42.56701059,,,,975,
Cinépolis Cinemas سينما سينيبولس,4, Movie theater,Jazan Saudi Arabia,16.90048154,42.56701059,,,,86,
Cinépolis Cinemas سينما سينيبولس,4, Movie theater,Jazan Saudi Arabia,16.90048154,42.56701059,,,,86,
super dome theater,4.4, Concert hall,Jeddah Saudi Arabia,21.4973944,39.16131511,,,,38,
super dome theater,4.4, Concert hall,Jeddah Saudi Arabia,21.4973944,39.16131511,,,,38,
Cinépolis Cinemas - Al Jamea Plaza,4.2, Movie theater,Jeddah Saudi Arabia · In Al Jamea Plaza,21.4973944,39.16131511,,,,1800,
Cinépolis Cinemas - Al Jamea Plaza,4.2, Movie theater,Jeddah Saudi Arabia · In Al Jamea Plaza,21.4973944,39.16131511,,,,1800,
Muvi Cinemas,3.9, Movie theater,Jeddah Saudi Arabia · In Al Salaam Mall,21.4973944,39.16131511,,,,108,
Muvi Cinemas,3.9, Movie theater,Jeddah Saudi Arabia · In Al Salaam Mall,21.4973944,39.16131511,,,,108,
Empire Cinemas Jeddah,4.1, Movie theater,Jeddah Saudi Arabia · In Al-Andalus Mall,21.4973944,39.16131511,,,,1300,
سينما العرب,4.2, Movie theater,Jeddah Saudi Arabia · In the Mall of Arabia,21.4973944,39.16131511,,,,941,
Snowy Forest | سنوي فورست,2.8, Amusement center,Jeddah Saudi Arabia · In the Red Sea Mall,21.4973944,39.16131511,,,,97,
Snowy Forest | سنوي فورست,2.8, Amusement center,Jeddah Saudi Arabia · In the Red Sea Mall,21.4973944,39.16131511,,,,97,
Muvi Cinemas The Village,4.4, Movie theater,Jeddah Saudi Arabia · In The village mall,21.4973944,39.16131511,,,,17,
Muvi Cinemas The Village,4.4, Movie theater,Jeddah Saudi Arabia · In The village mall,21.4973944,39.16131511,,,,17,
Muvi Cinemas | موڤي سينما,4.2, Movie theater,Jeddah Saudi Arabia · In Yasmin mall,21.4973944,39.16131511,,,,840,
Muvi Cinemas | موڤي سينما,4.2, Movie theater,Jeddah Saudi Arabia · In Yasmin mall,21.4973944,39.16131511,,,,840,
Nofa wild life park and safari,4.4, Wildlife and safari park,Khubayb Al Reem Saudi Arabia,24.40953147,45.92878995,,,,199,
Nofa wild life park and safari,4.4, Wildlife and safari park,Khubayb Al Reem Saudi Arabia,24.40953147,45.92878995,,,,199,
Kmax Cinema,4.1, Movie theater,King Abdullah Economic City Saudi Arabia,22.44941623,39.09763547,,,,130,
Kmax Cinema,4.1, Movie theater,King Abdullah Economic City Saudi Arabia,22.44941623,39.09763547,,,,130,
Najmah Theater,4, Movie theater,Ras Tanura Saudi Arabia,26.77082642,49.99006806,,,,81,
Najmah Theater,4, Movie theater,Ras Tanura Saudi Arabia,26.77082642,49.99006806,,,,81,
AMC Cinemas Azizia 3,4.3, Movie theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,604,
مركز الصملة للترفيه | ALSAMLAH,4.1, Amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,451,
مركز الصملة للترفيه | ALSAMLAH,4.1, Amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,451,
Muvi Cinemas | موڤي سينما,4.4, Movie theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,449,
Muvi Cinemas | موڤي سينما,4.4, Movie theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,449,
Round About,3.6, Amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,417,
Snowy Forest,3.6, Amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,417,
The Secret Room,4.2, Escape room center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,353,
The Secret Room,4.2, Escape room center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,353,
The Escape Hotel,4.5, Escape room center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,313,
The Escape Hotel,4.5, Escape room center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,313,
"حديقة الفيحاء الأولى",3.9, Garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,201,
"حديقة الفيحاء الأولى",3.9, Garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,201,
Red Sea Beach,4.5, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,137,
Triangle Park,3.9, Garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,109,
Triangle Park,3.9, Garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,109,
Kids Gym,4, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,95,
Kids Gym,4, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,95,
Masjid Diplomatic Quarters,4.6, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,77,
Masjid Diplomatic Quarters,4.6, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,77,
موسم الجيمرز,4.3, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,68,
موسم الجيمرز,4.3, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,68,
King Fahad library Park,4.3, Park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,65,
King Fahad library Park,4.3, Park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,65,
Lake park View point,4.5, Park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,62,
Lake park View point,4.5, Park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,62,
I Love Riyadh Sign,4.5, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,50,
I Love Riyadh Sign,4.5, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,50,
Mabelle,4.7, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,42,
Mabelle,4.7, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,42,
Empire Cinemas - Head Office,4, Movie theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,36,
Empire Cinemas - Head Office,4, Movie theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,36,
Rotana Theater,3.6, Performing arts theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,30,
Rotana Theater,3.6, Performing arts theater,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,30,
مواقف ادارة البوليڤارد,4.1, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,28,
مواقف ادارة البوليڤارد,4.1, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,28,
الخزامى وادي حنيفه,4.5, Hiking area,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,26,
الخزامى وادي حنيفه,4.5, Hiking area,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,26,
Cave Park,4, Park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,25,
Cave Park,4, Park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,25,
Far-is studio,4.6, Museum,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,17,
Far-is studio,4.6, Museum,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,17,
Valley of Life,4, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,17,
IS IT REAL?,4.7, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,10,
IS IT REAL?,4.7, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,10,
Little Red Sand,4.3, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,7,
Little Red Sand,4.3, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,7,
Market DQ,2.5, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,4,
Market DQ,2.5, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,4,
Alkuzama,4.5, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2,
Alkuzama,4.5, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2,
Jammoly World,5, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,1,
Sulai,4, Garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,1,
Sulai,4, Garden,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,1,
Al Muruj Park,3.9, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,1400,
Al Shaeeb Park,4, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2100,
Al Shaeeb Park,4, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2100,
تشكي تشيز,4, ₹ ,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2400,
تشكي تشيز,4, ₹ ,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2400,
Happy Cheese,4.6, Children's amusement center,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2700,
جامع سليمان الراجحي,4.8, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,2700,
WORLD SIGHTS PARK,4.1, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,3100,
WORLD SIGHTS PARK,4.1, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,3100,
Al Masmak Palace Museum,4.5, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,3200,
Durat Al Sahel Water Theme Park,3.7, Theme park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,3200,
Riyadh Zoo,4.2, Tourist attraction,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,3600,
حديقة الوطن,4.2, Theme park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,8400,
حديقة الوطن,4.2, Theme park,Riyadh Saudi Arabia,24.72125541,46.67108133,,,,8400,
سفوري لاند | Safforiland,3.8, Amusement center,Riyadh Saudi Arabia · In Al Othaim Mall,24.72125541,46.67108133,,,,296,
سفوري لاند | Safforiland,3.8, Amusement center,Riyadh Saudi Arabia · In Al Othaim Mall,24.72125541,46.67108133,,,,296,
AMC Cinemas Al Khair 9,4.3, Movie theater,Riyadh Saudi Arabia · In Almakan Mall,24.72125541,46.67108133,,,,1600,
VOX cinema,4.1, Movie theater,Riyadh Saudi Arabia · In Atyaf Mall,24.72125541,46.67108133,,,,1000,
VOX cinema,4.1, Movie theater,Riyadh Saudi Arabia · In Atyaf Mall,24.72125541,46.67108133,,,,1000,
مسرح بكر الشدي,4.3, Performing arts theater,Riyadh Saudi Arabia · In Boulevard studios,24.72125541,46.67108133,,,,125,
مسرح بكر الشدي,4.3, Performing arts theater,Riyadh Saudi Arabia · In Boulevard studios,24.72125541,46.67108133,,,,125,
Muvi Cinemas - Salaam Mall,3.6, Movie theater,Riyadh Saudi Arabia · In Cenomi Salam Mall,24.72125541,46.67108133,,,,130,
Muvi Boutique Cinema,4.4, Movie theater,Riyadh Saudi Arabia · In Cenomi Tala Mall,24.72125541,46.67108133,,,,376,
Muvi Boutique Cinema,4.4, Movie theater,Riyadh Saudi Arabia · In Cenomi Tala Mall,24.72125541,46.67108133,,,,376,
The sky bridge of the kingdom center,4.5, Tourist attraction,Riyadh Saudi Arabia · In Kingdom Centre,24.72125541,46.67108133,,,,94,
The sky bridge of the kingdom center,4.5, Tourist attraction,Riyadh Saudi Arabia · In Kingdom Centre,24.72125541,46.67108133,,,,94,
Hello Park,4.6, Park,Riyadh Saudi Arabia · In Panorama Mall,24.72125541,46.67108133,,,,55,
Hello Park,4.6, Park,Riyadh Saudi Arabia · In Panorama Mall,24.72125541,46.67108133,,,,55,
AMC Cinemas Panorama 10,4.3, Movie theater,Riyadh Saudi Arabia · In Panorama Mall,24.72125541,46.67108133,,,,1900,
Tim Tech Rimal Center,5, Children's amusement center,Riyadh Saudi Arabia · In Rimal Center,24.72125541,46.67108133,,,,2,
Tim Tech Rimal Center,5, Children's amusement center,Riyadh Saudi Arabia · In Rimal Center,24.72125541,46.67108133,,,,2,
Vox Cinema - Riyadh Front,4.3, Movie theater,Riyadh Saudi Arabia · In Riyadh Front - Shopping Area,24.72125541,46.67108133,,,,5800,
Vox Cinema - Riyadh Front,4.3, Movie theater,Riyadh Saudi Arabia · In Riyadh Front - Shopping Area,24.72125541,46.67108133,,,,5800,
Vox Cinema - Riyadh Park Mall,4.1, Movie theater,Riyadh Saudi Arabia · In Riyadh Park,24.72125541,46.67108133,,,,7400,
ChuckE cheese,4.3, ₹₹ ,Riyadh Saudi Arabia · In Thaghr Plaza,24.72125541,46.67108133,,,,3000,
vox cinema,4.2, Movie theater,Riyadh Saudi Arabia · In The Esplanade Mall,24.72125541,46.67108133,,,,724,
vox cinema,4.2, Movie theater,Riyadh Saudi Arabia · In The Esplanade Mall,24.72125541,46.67108133,,,,724,
ڤوكس سينما ذا روف,4.3, Movie theater,Riyadh Saudi Arabia · In The Roof,24.72125541,46.67108133,,,,3600,
ڤوكس سينما ذا روف,4.3, Movie theater,Riyadh Saudi Arabia · In The Roof,24.72125541,46.67108133,,,,3600,
Muvi Cinemas | موڤي سينما,4.3, Movie theater,Riyadh Saudi Arabia · In U Walk,24.72125541,46.67108133,,,,2800,
GOLD,4.1, Movie theater,Riyadh Saudi Arabia · In Vox Cinema - Riyadh Front,24.72125541,46.67108133,,,,38,
GOLD,4.1, Movie theater,Riyadh Saudi Arabia · In Vox Cinema - Riyadh Front,24.72125541,46.67108133,,,,38,
ڤوكس سينما ذا سبوت,4.2, Movie theater,Riyadh Saudi Arabia · In راكا بلازا RAKAA PLAZA,24.72125541,46.67108133,,,,724,
ڤوكس سينما ذا سبوت,4.2, Movie theater,Riyadh Saudi Arabia · In راكا بلازا RAKAA PLAZA,24.72125541,46.67108133,,,,724,
Saffori Land,4.1, Amusement center,Riyadh Saudi Arabia · In العثيم مول | Othaim Mall,24.72125541,46.67108133,,,,4600,
العاذرية للطيران الرياضي,4.5, Amusement center,Riyadh Saudi Arabia · In قلعة استطلاعية,24.72125541,46.67108133,,,,99,
العاذرية للطيران الرياضي,4.5, Amusement center,Riyadh Saudi Arabia · In قلعة استطلاعية,24.72125541,46.67108133,,,,99,
Raghba observation tower,4.6, Tourist attraction,Rughabah Saudi Arabia,25.17223486,45.80131379,,,,74,
Raghba observation tower,4.6, Tourist attraction,Rughabah Saudi Arabia,25.17223486,45.80131379,,,,74,
Tekka Tatbeelah,4.6, ₹ ,Safwa Saudi Arabia,26.65969635,49.9487595,,,,593,
AMC - Hafr Al Batin 8,4.2, Movie theater,SH Saudi Arabia,28.42239051,45.99175058,,,,23,
AMC - Hafr Al Batin 8,4.2, Movie theater,SH Saudi Arabia,28.42239051,45.99175058,,,,23,
Heritage Village,4.5, Tourist attraction,Shaqra Saudi Arabia,25.24581127,45.25474396,,,,260,
Heritage Village,4.5, Tourist attraction,Shaqra Saudi Arabia,25.24581127,45.25474396,,,,260,
Subaie heritage house,4.3, Tourist attraction,Shaqra Saudi Arabia,25.24581127,45.25474396,,,,192,
Subaie heritage house,4.3, Tourist attraction,Shaqra Saudi Arabia,25.24581127,45.25474396,,,,192,
AMC Cinemas Tabuk Boulevard,4.3, Movie theater,Tabuk Saudi Arabia,28.3967879,36.55626638,,,,55,
AMC Cinemas Tabuk Boulevard,4.3, Movie theater,Tabuk Saudi Arabia,28.3967879,36.55626638,,,,55,
ڤوكس سينما تبوك بارك,4, Movie theater,Tabuk Saudi Arabia · In Tabuk Park,28.3967879,36.55626638,,,,336,
Muvi Cinemas | موڤي سينما,4, Movie theater,Taif Saudi Arabia · In Taif City Walk,21.47436907,40.6450438,,,,1300,
واحة مصك توارن,4.8, Tourist attraction,Tuwarin Saudi Arabia,27.65681772,41.44840116,,,,11,
واحة مصك توارن,4.8, Tourist attraction,Tuwarin Saudi Arabia,27.65681772,41.44840116,,,,11,
Al Musawkaf Market,4.2, Tourist attraction,Unayzah Saudi Arabia,26.09089033,43.98417278,,,,4100,
faylaqia,5, Tourist attraction,Ushaiqer Saudi Arabia,25.34541484,45.1828179,,,,15,
faylaqia,5, Tourist attraction,Ushaiqer Saudi Arabia,25.34541484,45.1828179,,,,15,
Safety Orientation UGP,4.4, Movie theater,Uthmaniyah Saudi Arabia,25.19468134,49.30779781,,,,34,
Safety Orientation UGP,4.4, Movie theater,Uthmaniyah Saudi Arabia,25.19468134,49.30779781,,,,34,
