placeInfo/address,theme,city,imageUrl,placeInfo/latitude,placeInfo/longitude,placeInfo/id,placeInfo/numberOfReviews,rating,lang,text,placeInfo/name,placeInfo/rating,placeInfo/webUrl
"7295 King Faisal Rd، 3205, Al Bujairi, Ad Diriyah, Riyadh 13711, Saudi Arabia",Restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipO__QhUOTrHDg35mdzi5QArEs6pQYwh4HLD6Gqj=w408-h259-k-no,24.7366376,46.5748178,ChIJnRGb1q3hLj4RSvLwsggu8wA,1172,1,ar,"- سيتم طلب "" ترحيلكم "" من المكان فور الدفع بطريقة غير لائقة ومن دون ادنى مراعاه لاحترام الزبون. للاسف هذا ملاحظ عند فتح فرع من خارج المملكة إلى المملكة لا يتم احضار معايير الجودة من البلد الأصل ويكون الشبه بين الأصل و الفرع مجرد الاسم.

Answering the below reply, unfortunately this is an approach that is done with an excuse of the place is crowded which not any way acceptable. Yes I am reachable but it should be better to provide your contact information so people can easily reach to you for comment and suggestion and mistreatment if any. I think what I wrote is faced by many, my recommendation as an expert in customer journey is not to care about comment but to fix what is actually happening which the purpose of the comment. People writing here to highlight the unseen situations and my job is to zoom into that so this can actually level up to customer expection.",Flamingo Room by tashas Riyadh,4.3,https://www.google.com/maps/search/?api=1&query=Flamingo%20Room%20by%20tashas%20Riyadh&query_place_id=ChIJnRGb1q3hLj4RSvLwsggu8wA
"Sharaa aam, Al'awayshah, Tabuk 47911, Saudi Arabia",Restaurant,Tabuk,https://lh5.googleusercontent.com/p/AF1QipM5Qmmgv93WlrheoOjvrK0nSEG2tdrRi--jKq67=w426-h240-k-no,28.3855136,36.5611352,ChIJj9Ner5WtqRURLcWtJO7u_AE,44,3,en,"*3/5 stars*

I recently visited this hotel and had a mixed experience. The atmosphere and ambience were pleasant and welcoming, and the service was good. However, the rates were quite high, which I felt was not entirely justified by the quality of food.

I ordered the chicken jalfrezi and shahi daal, both of which were unfortunately very average in taste. The dishes lacked a wow factor and were quite normal, which was disappointing considering the high prices.

Overall, while the hotel's atmosphere and service were good, the high rates and average food quality left me feeling slightly underwhelmed. Perhaps with a few improvements in the culinary department, this hotel could live up to its full potential.

*Pros:*

- Good atmosphere and ambience
- Friendly and efficient service
- Clean and comfortable surroundings

*Cons:*

- High rates
- Average food quality
- Limited value for money

*Recommendation:*

This hotel has potential, but needs to work on its food quality and pricing strategy to justify the high rates. If you're looking for a comfortable stay and don't mind average food, this might be a decent option. However, if you're a foodie or on a budget, you might want to explore other options.",Ravi Pakistani hotel مطعم شهي الجاده,4.5,https://www.google.com/maps/search/?api=1&query=Ravi%20Pakistani%20hotel%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%B4%D9%87%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A7%D8%AF%D9%87&query_place_id=ChIJj9Ner5WtqRURLcWtJO7u_AE
"طريق الامير سلطان بن عبدالعزيز, Al Salam, Tabuk 47311, Saudi Arabia",Indian restaurant,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMBHdluztrynUmSlZTEXeZ7bnfKmj1sa1SrvP54=w408-h306-k-no,28.4058408,36.5960065,ChIJx8Leb8CtqRURMZ9XDh9P9mc,2719,5,ar,",ممتاز علي جميع الاصعده
وخاصة مجي الدين الأسلام",Biryani House,4.1,https://www.google.com/maps/search/?api=1&query=Biryani%20House&query_place_id=ChIJx8Leb8CtqRURMZ9XDh9P9mc
"F5VJ+V9P, Hamzah Shehatah, Al-Baghdadiyah Al-Gharbiyah, Jeddah 22232, Saudi Arabia",Indian restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOCSA9x7ZkDofGEb_4fUavDsHuooso6H8v0EQ=w408-h725-k-no,21.4946443,39.180943,ChIJA9l78NnPwxUR-7voEK3bMOo,254,1,in,15 km ka sfar kr k Aya briyani khany or vo b chikan 50% kacha,Grand Sapphire,4.1,https://www.google.com/maps/search/?api=1&query=Grand%20Sapphire&query_place_id=ChIJA9l78NnPwxUR-7voEK3bMOo
"North next to Al Nawras Square, Al Kurnaysh Br Rd, Ash Shati, Jeddah 21424, Saudi Arabia",Japanese restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOHjeaQ4GmL0zxPgmmwWoDahSp-9bNvkgX4X3K-=w408-h306-k-no,21.5881873,39.1058281,ChIJg-yxeGnbwxURKTjm4rUBnlE,898,5,en,"‏“This is the best Japanese restaurant in Jeddah! The food was absolutely delicious, the view was breathtaking, and the staff were incredibly friendly.
The Chicken Anticucho was a 10/10 ⭐️!”",Nobu Jeddah,4,https://www.google.com/maps/search/?api=1&query=Nobu%20Jeddah&query_place_id=ChIJg-yxeGnbwxURKTjm4rUBnlE
"King Fahd Rd, As Sahafah, Riyadh 13315, Saudi Arabia",Restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipN2WbL4jGCnCtcVsjAQiSfnWP5FJwb0-QKkX_p5=w408-h544-k-no,24.7922566,46.6323629,ChIJ38Wo2hLjLj4RhUcLtntN-mg,114,5,en,"Absolutely phenomenal steak, really great service, all cooked to perfection!",JW Steakhouse,4.6,https://www.google.com/maps/search/?api=1&query=JW%20Steakhouse&query_place_id=ChIJ38Wo2hLjLj4RhUcLtntN-mg
"RDC Hotel & Convention، Crowne Plaza, Riyadh Saudi Arabia",Brazilian restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipO_iCxQksYA4-L9B748J5873NzN6PWsZGZ9pDEG=w426-h240-k-no,24.7390002,46.6352375,ChIJbVXoL2njLj4RGNPD5v_Tgd0,2881,5,in,"Ajeet
Awesome service
Splendid hospitality
All the dishes served were awesome and tasty
Chef Salman and Ishrar are awesome",Wildfire Brazilian Steakhouse وايلدفاير,4.7,https://www.google.com/maps/search/?api=1&query=Wildfire%20Brazilian%20Steakhouse%20%D9%88%D8%A7%D9%8A%D9%84%D8%AF%D9%81%D8%A7%D9%8A%D8%B1&query_place_id=ChIJbVXoL2njLj4RGNPD5v_Tgd0
"Tahlia St, Al Olaya, Prince Muhammad Ibn Abd Al Aziz, Riyadh Saudi Arabia",Middle Eastern restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipPg15muwDP85LQijf-hcLP58FElqeAf1_D5OTEn=w426-h240-k-no,24.6990753,46.6890282,ChIJ4xI-X-cDLz4RC_lr-5HlROY,1893,5,en,amazing and tasty food. amazing service especially JL. Totally recommend.,"Operation Falafel, Tahlia Street",4.8,https://www.google.com/maps/search/?api=1&query=Operation%20Falafel%2C%20Tahlia%20Street&query_place_id=ChIJ4xI-X-cDLz4RC_lr-5HlROY
"بجانب بنك ساب, Sari Br Rd, As Salamah, Jeddah 23436, Saudi Arabia",Chinese restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipMCPf-mP6nahJFLHEIWyxt64UKaI_FoOlCFmqJT=w426-h240-k-no,21.578646,39.155614,ChIJh4CWYHjQwxURQ-bwhoCnT-E,5582,5,en,"Amazing food, the best Chinese cuisine I’ve ever had in my entire life.
افضل اكل صيني اكلته في حياتي روعه روعه روعه",Baytoti,4.4,https://www.google.com/maps/search/?api=1&query=Baytoti&query_place_id=ChIJh4CWYHjQwxURQ-bwhoCnT-E
"Le prestige mall, 3683 King Abdul Aziz Rd, Ash Shati, 8322 3683, Saudi Arabia Jeddah SA, Jeddah 21563, Saudi Arabia",Italian restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOfhMgp6S-DRkW47va77-zmHBbC9kcpr8DqHitl=w425-h240-k-no,21.5644113,39.1253209,ChIJV7wevRnbwxURQWC7hzgGEd8,1726,5,en,Amazing Italian pizzeria hats off to the chef 🎩 light fresh and filling 👌🏽😋,L'Antica Pizzeria Da Michele - بيتزاريا دي ميكيليه,4.1,https://www.google.com/maps/search/?api=1&query=L'Antica%20Pizzeria%20Da%20Michele%20-%20%D8%A8%D9%8A%D8%AA%D8%B2%D8%A7%D8%B1%D9%8A%D8%A7%20%D8%AF%D9%8A%20%D9%85%D9%8A%D9%83%D9%8A%D9%84%D9%8A%D9%87&query_place_id=ChIJV7wevRnbwxURQWC7hzgGEd8
"خلف مدارس الفلاح, Suq Bab Makkah, Al-Balad, Jeddah 22236, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipN8_NDPI1W5zEzZ5Yhf15nS-xazxv1o0RRxzYNQ=w426-h240-k-no,21.4860808,39.1902538,ChIJD73pfivPwxUROdee-Zl5GxM,2725,5,en,Amazing place. Well hidden in a labyrinth of shops but worth finding.,Albasali seafood restaurant,4.6,https://www.google.com/maps/search/?api=1&query=Albasali%20seafood%20restaurant&query_place_id=ChIJD73pfivPwxUROdee-Zl5GxM
"Park Mall, Food Court, King Faisal Rd, Murujal Amir, Tabuk 47315, Saudi Arabia",Hamburger restaurant,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPuuLrbKVBHX5NIkQ2seKiX7zUQuTJLeFFsj8Px=w408-h306-k-no,28.428675,36.573756,ChIJA57ZOWKzqRURM51nA4qEhTw,696,5,en,Appricated to team,Burger King - Tabuk Park Mall,3.8,https://www.google.com/maps/search/?api=1&query=Burger%20King%20-%20Tabuk%20Park%20Mall&query_place_id=ChIJA57ZOWKzqRURM51nA4qEhTw
"J545+J2J, Al Bawadi, Jeddah 23531, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipNnURsD1FePtmT_GvgXf0xHk6Ufk494HqhuJgc=w408-h272-k-no,21.6063169,39.1578844,ChIJn0HRm1TRwxURkB8i7TqkTiE,50,5,en,Asslaamaliekum  sawaaya5 to all person are good behiver to costmer and so much ❤️,Olive Tree,4.4,https://www.google.com/maps/search/?api=1&query=Olive%20Tree&query_place_id=ChIJn0HRm1TRwxURkB8i7TqkTiE
"second floor, البطحاء، Villagio mall, second floor, الرياض Al Bathaa, Villagio Mall 1, Riyadh Saudi Arabia",Filipino restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipN4Z4SwU7uW1mS0dMRU1_Jqy698gz7VaNX24apu=w408-h306-k-no,24.6460126,46.7172703,ChIJObXGe3sFLz4Ry0GVFPzO2q4,47,1,en,"D masarap ang food, sabi free halo2 if kakain kau ng meal pero wla pla.",Kamayan Restaurant Batha Riyadh,2.6,https://www.google.com/maps/search/?api=1&query=Kamayan%20Restaurant%20Batha%20Riyadh&query_place_id=ChIJObXGe3sFLz4Ry0GVFPzO2q4
"4th Floor, Ash Shati, Corniche Rd, Jeddah 23611, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOyz53FRCtcEqZaP7uCYEgRn07cWfq_E7prZ5Dd=w408-h247-k-no,21.622886,39.1080209,ChIJWWrCyzHbwxURr-EBsKkAnDo,1419,5,en,"engaging staff( abdullah and salfe ), great service. Everybody is welcomed ..  ambience is cozy . 😍😍😍😍",Shang Palace,4.8,https://www.google.com/maps/search/?api=1&query=Shang%20Palace&query_place_id=ChIJWWrCyzHbwxURr-EBsKkAnDo
"84 Al Awsat Valley St, Al Olaya, Riyadh 12214, Saudi Arabia",Western restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipN2xgoRpS1fTgV__MjOTiMrHaPNKCAsWQcZyZeu=w408-h306-k-no,24.7065098,46.6774133,ChIJH-4yJAADLz4Ru-l3REETrBM,21,5,en,"Enjoyed every minute with my family. The food is amazing, fresh and delicious. The atmosphere of the hotel is nice! And the service is 5 stars. Big thanks to Mr ameer the manager. And Jahero who was really helpful.",The Med Restaurant - Cantonal Hotel by Warwick Riyadh,4.8,https://www.google.com/maps/search/?api=1&query=The%20Med%20Restaurant%20-%20Cantonal%20Hotel%20by%20Warwick%20Riyadh&query_place_id=ChIJH-4yJAADLz4Ru-l3REETrBM
"عبدالمقصود خوجة، الروضة،, Skywalk, Abdul Maqsud Khojah, Ar Rawdah, Jeddah 23435, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipP2QLgzqMQnYYQ6kEEnLrb78a9aGnBjfTKreMky=w408-h544-k-no,21.5748101,39.1479415,ChIJRUauUg_bwxUROzfyv9iQ5oU,1118,5,en,Everything was so good,Daily Edition | ديلي اديشن,4.5,https://www.google.com/maps/search/?api=1&query=Daily%20Edition%20%7C%20%D8%AF%D9%8A%D9%84%D9%8A%20%D8%A7%D8%AF%D9%8A%D8%B4%D9%86&query_place_id=ChIJRUauUg_bwxUROzfyv9iQ5oU
"عبدالوهاب سلامه, Al-Baghdadiyah Al-Sharqiyah, Jeddah 22145, Saudi Arabia",Indian restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipPE1wvRHYp-bohnJp74zP51dh9l8cNMO1aQOohT=w513-h240-k-no,21.49995,39.1875696,ChIJl3HqfGHPwxUR7BOtxmaW3pY,2151,5,en,Excellent food and delicious,India Gate Restaurant,3.9,https://www.google.com/maps/search/?api=1&query=India%20Gate%20Restaurant&query_place_id=ChIJl3HqfGHPwxUR7BOtxmaW3pY
"حي, 3876 Taibah, 7305, Jeddah 22231, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipNk1xq20UG3MopeOdxyVrQJhI08K_WlFImrohbf=w426-h240-k-no,21.4982258,39.1767053,ChIJ07pt5kzPwxURVI5cRLDpL9E,16,3,en,Expensive and the test was not good,Kutum Bari Jeddah,4.6,https://www.google.com/maps/search/?api=1&query=Kutum%20Bari%20Jeddah&query_place_id=ChIJ07pt5kzPwxURVI5cRLDpL9E
"Abi Bakr As Siddiq, Murujal Amir, Tabuk 47315, Saudi Arabia",Hamburger restaurant,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPH9YFlzatJLvTIMTGACQwTHxL7fM1qgmc18Es2=w408-h272-k-no,28.4253057,36.571808,ChIJz5896z6zqRURui-LfOw0ewM,2638,5,en,Experience was good.taste was good,أصل البرجر,4.6,https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B5%D9%84%20%D8%A7%D9%84%D8%A8%D8%B1%D8%AC%D8%B1&query_place_id=ChIJz5896z6zqRURui-LfOw0ewM
"Muhammad Ibn Abdul Aziz, Al Andalus, 3077 - حي, Jeddah Saudi Arabia",Argentinian restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipO70Zk_jK5peWukIUd-_vJLIzqkRILm0Ggi3TR_=w408-h272-k-no,21.5519682,39.1629254,ChIJYYVGOKTRwxURH-Pf5tUy2Ho,49,5,en,Extent,Vaquero Restaurant by Galleria Hotel Jeddah,4.3,https://www.google.com/maps/search/?api=1&query=Vaquero%20Restaurant%20by%20Galleria%20Hotel%20Jeddah&query_place_id=ChIJYYVGOKTRwxURH-Pf5tUy2Ho
"dist, Prince Saud Al Faisal, Ar Rawdah، Rovan tower, Jeddah Saudi Arabia",Asian restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipPjdSPXsdfH_eIGTAvOjmfGeqRB_MakulcvEiSR=w408-h541-k-no,21.5620506,39.161459,ChIJRWzD_zDRwxURCXY5GnzD-cg,1922,5,en,"First time visiting with friends and we were not disappointed. First the ambience is cozy and clean, Second the male staff not sure of his nationality was very accomodating to us. He was very attentive and polite. The Lunch promo was great and affordable. In addition another why we liked it because of the timing that it ends at 6pm. Overall, I highly recommend their lunch promo the food was delicious and generous servings.",Da Bao,4.5,https://www.google.com/maps/search/?api=1&query=Da%20Bao&query_place_id=ChIJRWzD_zDRwxURCXY5GnzD-cg
"8749 Hail Street, Al Andalus, Jeddah 23326, Saudi Arabia",Bistro,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOak2wyuxW-BqQy12tokQaS7uN3upDTc9Eo9DO_=w408-h408-k-no,21.5479589,39.1562864,ChIJ7QJmC_zRwxURvICD6UJqXYI,19,4,en,"Food delicious and atmosphere is very nice however, service need a notch up. M. Rafi was a nice guy.",Le Bistro,4.5,https://www.google.com/maps/search/?api=1&query=Le%20Bistro&query_place_id=ChIJ7QJmC_zRwxURvICD6UJqXYI
"Al'awayshah, 8960 الامام عبدالله بن فيصل بن تركي، العوايشة، تبوك 47914 3374،،, Tabuk 47914, Saudi Arabia",Restaurant,Tabuk,https://lh5.googleusercontent.com/p/AF1QipOhcadsOBA8vmy8su2V3juf8D7qe6lG7z17neVL=w408-h306-k-no,28.386914,36.5584571,ChIJDxUriCetqRURMKwYlwxzJ30,7,2,en,For me it was not good but maybe it is good for others,Punjab Restaurant,4.3,https://www.google.com/maps/search/?api=1&query=Punjab%20Restaurant&query_place_id=ChIJDxUriCetqRURMKwYlwxzJ30
"2941 طريق مكة المكرمة الفرعي, Al Hada, Riyadh 12912, Saudi Arabia",Restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNRE_2RD48fNMb02wvaBrGqcxOGoPOuLzc8fGmn=w408-h510-k-no,24.6667731,46.6264881,ChIJ1d_MSQIDLz4RFudyTnXdnus,745,5,en,"Good experience, Many thanks for Mr idrees *Red velvet 🙏🏻",Les Deux Magots,4.5,https://www.google.com/maps/search/?api=1&query=Les%20Deux%20Magots&query_place_id=ChIJ1d_MSQIDLz4RFudyTnXdnus
"King Fahd Rd, Al Rashid Mall, Level 2, Food Court, Abha 62217, Saudi Arabia",Chicken restaurant,Abha,https://lh5.googleusercontent.com/p/AF1QipPDBQjSuDSfdyX4uU-4vuF-htYhy15MfgW4J5Rq=w408-h286-k-no,18.238178,42.580393,ChIJn5QYHvCq_BURgUcmuZnSTAA,825,5,en,"Good food
Great service
Thanks for all",Texas Chicken - Rashid Abha,4.2,https://www.google.com/maps/search/?api=1&query=Texas%20Chicken%20-%20Rashid%20Abha&query_place_id=ChIJn5QYHvCq_BURgUcmuZnSTAA
"3500 طريق الجنوب, Alhawiyah, Al Bahah 65525, Saudi Arabia",Restaurant,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipOumrWBlLe9-ZG3d5FP4K3mDmluHlQxmWPZb7Ln=w408-h544-k-no,20.0120076,41.4632262,ChIJJes_rb9F7xUR8owubSx8LSk,177,4,en,"Good food,
Yemeni, Pakistani, Indian.
Mix food.
Braek fast.
At reasonable price.",Restaurant percent year-Bukhari,3.8,https://www.google.com/maps/search/?api=1&query=Restaurant%20percent%20year-Bukhari&query_place_id=ChIJJes_rb9F7xUR8owubSx8LSk
"2F67+269, King Khalid Rd, Town Center, Al Bahah 65522, Saudi Arabia",Restaurant,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipNQoFznDG8QfD-lhnKTtuyMKindmvxWD1VIXhOu=w408-h544-k-no,20.0100349,41.4630985,ChIJz-Ad6WVF7xUREZd0Gpa2IIg,28,3,en,Good kerala food at an affordable price...,مطعم,3.7,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85&query_place_id=ChIJz-Ad6WVF7xUREZd0Gpa2IIg
"حي, Shamasan, Abha 62521, Saudi Arabia",Restaurant,Abha,https://lh5.googleusercontent.com/p/AF1QipOqW6yYZByE5Q63VHC9TiXfi5veS0nXSviqUMat=w408-h544-k-no,18.2297932,42.5006085,ChIJaVF7wWVV4xURoMo8UA61cMo,15,5,en,Good results,مطعم اقبال باد پاکستانی ریسٹورنٹ,4.3,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%82%D8%A8%D8%A7%D9%84%20%D8%A8%D8%A7%D8%AF%20%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86%DB%8C%20%D8%B1%DB%8C%D8%B3%D9%B9%D9%88%D8%B1%D9%86%D9%B9&query_place_id=ChIJaVF7wWVV4xURoMo8UA61cMo
"Opposite Qasr Alawani, King Fahad Rd, Hijlah, Abha 62586, Saudi Arabia",Hamburger restaurant,Abha,https://lh5.googleusercontent.com/p/AF1QipPaG92_Nyx_JNMKDgRU6itg932QYKjCRHRV57Nl=w426-h240-k-no,18.2476663,42.6189148,ChIJedK5hA-q_BURDceLPpVpVBU,2420,5,en,"Good service ❤️
Good food 💕",Burger King - Abha,3.5,https://www.google.com/maps/search/?api=1&query=Burger%20King%20-%20Abha&query_place_id=ChIJedK5hA-q_BURDceLPpVpVBU
"Al Kurnaysh Br Rd, Ash Shati, Jeddah 23413, Saudi Arabia",American restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipMHUxRtXrkoYSf_rPWvQHoUmFfIIyDC1LkuVvSX=w426-h240-k-no,21.5722175,39.109369,ChIJhRT6XCbbwxURG-1vrUB6bXU,17469,5,en,"Great food and good service
Thanks to may ann and jonn",Blue Ocean Restaurant,4.2,https://www.google.com/maps/search/?api=1&query=Blue%20Ocean%20Restaurant&query_place_id=ChIJhRT6XCbbwxURG-1vrUB6bXU
"King Abdul Aziz Rd, As Sarawat, Abha 62511, Saudi Arabia",Restaurant,Abha,https://lh5.googleusercontent.com/p/AF1QipM1JapuA0UDVXhD27dsZAoG_q4a14febcz62I1Q=w408-h305-k-no,18.2007354,42.4956752,ChIJVcwoURhT4xURiej7-djgc9Q,3147,3,en,"Great place and service, the food was delicious if you’re hungry.",Saraya Palace,4.1,https://www.google.com/maps/search/?api=1&query=Saraya%20Palace&query_place_id=ChIJVcwoURhT4xURiej7-djgc9Q
"6G9F+4XH, Al Rabwah, Abha 62523, Saudi Arabia",Asian restaurant,Abha,https://lh5.googleusercontent.com/p/AF1QipP98gn99APVY1SWXjnIwMp0W3PIoMFarL7JrR3e=w408-h725-k-no,18.2178401,42.5248208,ChIJ6cTINABV4xUR1iFOHMVVZ0M,33,5,en,Hygiene food is a good testy  & good service,Asha's Indian Taste Restaurant,4.9,https://www.google.com/maps/search/?api=1&query=Asha's%20Indian%20Taste%20Restaurant&query_place_id=ChIJ6cTINABV4xUR1iFOHMVVZ0M
"Abdul Maqsud Khojah, AR Rawdah District، Jeddah 23435, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipPNDxygUJP1XtZJ2aNO2UeGgTX24LZ-ApAwz0DZ=w465-h240-k-no,21.5670239,39.149731,ChIJXdG38qHawxURCUiikl2X5xA,8582,5,en,I had a very pleasant experience at Maison De Zaid. The food was exceptional will recommend Arabic breakfast platter and assorted pancakes..  and the service   provided by Mr Mustafa is the reason why we would like to visit again !!  He was very understanding and jolly he made us feel very comfortable.. which added to the amazing experience.. 💕,Maison De Zaidدار زيد,4.1,https://www.google.com/maps/search/?api=1&query=Maison%20De%20Zaid%D8%AF%D8%A7%D8%B1%20%D8%B2%D9%8A%D8%AF&query_place_id=ChIJXdG38qHawxURCUiikl2X5xA
"KFC, Beside Qasba Square, Abha Saudi Arabia",Fast food restaurant,Abha,https://lh5.googleusercontent.com/p/AF1QipP3YP816gM_nb9uY1vbHNxMPaFhR1tOGm7AcPlW=w408-h306-k-no,18.2200765,42.5176187,ChIJK3Qmv45U4xURf0_-64auKl8,3224,2,en,I have ordered my meal not spicy but because was an argument at the time being with another client my potato were drowned in pepper so much I wasn't able to eat them,KFC,3.3,https://www.google.com/maps/search/?api=1&query=KFC&query_place_id=ChIJK3Qmv45U4xURf0_-64auKl8
"فندق الريتز-كارلتون, Al Hada, MJ8J+43R، طريق مكة المكرمة، حي, Riyadh Saudi Arabia",Italian restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipN9u2-Zg3S-24UKVa_J0D6hUKJd4LwJO8RMwz1y=w408-h305-k-no,24.6653527,46.630136,ChIJg4umJWIcLz4Rf9Z7trwQI_8,154,5,en,"I recently dined at Azzurro, the exquisite Italian restaurant located in the Ritz Carlton Hotel, Riyadh, and I can confidently say it was an unparalleled culinary experience. From the moment I walked in, the ambiance exuded elegance and warmth, setting the stage for a remarkable evening.

The service at Azzurro is nothing short of impeccable. The staff is attentive, knowledgeable, and genuinely passionate about ensuring every guest has a memorable visit. Specifically Montasser, Mona, Eid, Nawaf, and Michael. They provided insightful recommendations and accommodated our preferences with grace and enthusiasm. The attention to detail and personalized service truly elevated the dining experience.

Azzurro not only offers an unforgettable dining experience but also manages to capture the essence of Italy in the heart of Riyadh. The blend of outstanding dishes, top-notch service, and a luxurious setting makes it a standout choice for anyone looking to indulge in authentic Italian cuisine.

Highly recommended!",Azzurro,4.1,https://www.google.com/maps/search/?api=1&query=Azzurro&query_place_id=ChIJg4umJWIcLz4Rf9Z7trwQI_8
"Al Malik An Nasir, As Sulimaniyah, Riyadh 12223, Saudi Arabia",Italian restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNIDfFjXZugvA1DM4NELODfzQKwSr86lckV4JIJ=w408-h305-k-no,24.7040809,46.7028214,ChIJk7-k4w4DLz4ROxrs07ueQok,7981,5,en,"I tried business lunch menu was an amazing experience
Thank you Mr.saif for explanation and service",Eataly,4.5,https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJk7-k4w4DLz4ROxrs07ueQok
"6623 Eastern Ring Rd, Ghirnatah، Ground Floor, Riyadh 13241, Saudi Arabia",Asian restaurant,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNLI0L5Ap3E5DXX-VQoeAn_7T3sDGTCvj19Q2Ig=w408-h240-k-no-pi0-ya296-ro-0-fo100,24.7846507,46.7275315,ChIJTVXs3av9Lj4RInWxmzw4jW4,135,5,en,"I want to thank Mr.Mohammed Bandar for his amazing service and warm welcome. He was super polite and made the whole experience feel special. Always smiling and helpful. Thank you, Mohammed! Wish you all the best.”",Lotus Restaurant,4.6,https://www.google.com/maps/search/?api=1&query=Lotus%20Restaurant&query_place_id=ChIJTVXs3av9Lj4RInWxmzw4jW4
"طريق الملك عبد العزيز، حي, Ash Shati, Jeddah 23412, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOS7R5tDXcI_L1MTIUZOWYBkpZ0oJfYR4A8UFOy=w408-h272-k-no,21.5592468,39.1246426,ChIJdy0Nwc3awxUR4FqQSPsgM20,138,5,en,"I work at the same building and I have lunch at La Vida at least once a week. I’ve been coming here for years and have seen how they consistently improve everything. The staff are incredibly friendly and always accommodating, especially Farhat!",La Vida Lounge,4.2,https://www.google.com/maps/search/?api=1&query=La%20Vida%20Lounge&query_place_id=ChIJdy0Nwc3awxUR4FqQSPsgM20
"Madinah Branch Road, Al Andalus, Jeddah 23326, Saudi Arabia",Restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipM9K6yptUIwYxJjWw5MSrRsaWuZLBf2Us67aZp2=w408-h272-k-no,21.5529385,39.1738479,ChIJ0VBdR9vRwxURez6U3TYrWUo,34,5,en,I would like to thank Mr. Khalid in F&B for beautiful cuisine service. I can not miss a breakfast in such nice cuisine. I also had lunch they have a very helping staff and the atmosphere is well organized. I would like thank all staff especially Mehtab. I wish you the best one of the nicest personalities.,Trattoria Da Toto,3.6,https://www.google.com/maps/search/?api=1&query=Trattoria%20Da%20Toto&query_place_id=ChIJ0VBdR9vRwxURez6U3TYrWUo
"طريق الأمير سلطان، حي الزهراء, Al Zahra, Jeddah 23424, Saudi Arabia",Brazilian restaurant,Jeddah,https://lh5.googleusercontent.com/p/AF1QipM_rYlXZNeWBn_X9d8_9YbWpCSidpx6FXebrPpU=w408-h272-k-no,21.575971,39.142943,ChIJZSlZuZDawxURMyRcU8tDemE,9521,5,en,Imran was very nice service also md joy was helpful thanks both of you,Fogo de Chão Brazilian Steak House,4.6,https://www.google.com/maps/search/?api=1&query=Fogo%20de%20Ch%C3%A3o%20Brazilian%20Steak%20House&query_place_id=ChIJZSlZuZDawxURMyRcU8tDemE
